,Company/Brand,Sector,Stage,Amount($),HeadQuarter,What it does,Year,Founded,Founders,Investor
1706,boAt,electronics,seed,60000000.0,new delhi,boAt is a consumer electronics and lifestyle company.,2021,2016.0,"Aman Gupta, Sameer Mehta","Qualcomm Ventures, Warburg Pincus"
1707,TruNativ,food & beverages,seed,948512359.4238179,mumbai,TruNativ Foods & Beverages Pvt Ltd,2021,2019.0,"Pranav Malhotra, Mamta Malhotra",9Unicorns
1708,iBus,telecommuncation,seed,210000000.0,bengaluru,iBus Networks is an in-building connectivity solutions company,2021,2010.0,"Ram Sellaratnam, Sunil Menon and Subash Vasudevan",Morgan Stanley
1709,Puresh Daily,milk startup,seed,1000000.0,ranchi,PUREandFRES-Milk delivers fresh milk directly from its farm to home. Fresh Milk without any trace of chemicals is packed and sealed in glass bottle.,2021,2019.0,"Manish Piyush, Ayush Kumar","Alfa Ventures, Agility Venture Partners"
1710,LearnVern,edtech,seed,10000000.0,ahmadabad,LearnVern.com is a training portal where anyone can learn any course in vernacular languages for free.,2021,2016.0,"Niral Modi, Aditi Modi",
1711,LimeChat,ai chatbot,seed,75000000.0,faridabad,Limechat provides a personalised shopping experience for D2C companies on chat platforms using L3 conversational AI.,2021,2020.0,"Aniket Bajpai, Nikhil Gupta","Stellaris Venture Partners, Ramakant Sharma"
1712,Dybo,information technology,seed,1000000.0,bengaluru,Product Visualisation Technology for Commerce,2021,2019.0,Dhawal Jain,Spanache
1713,moEVing,logistics,seed,10000000.0,gurugram,"Delivering clean, cost-effective and efficient mobility solutions.",2021,2021.0,VIKASH MISHRA,
1714,WeWork India,hospitality,seed,260000000.0,bengaluru,"Transform buildings into beautiful, collaborative workspaces and provide infrastructure, services, events and tech",2021,2017.0,Karan Virwani,
1715,Solethreads,fashion,series a,10000000.0,gurugram,SOLETHREADS is a ‘Made in India’ footwear brand that’s creating a flip flop revolution.,2021,2018.0,Vikram Iyer,"DSG Consumer Partners, Saama Capital"
1716,Beldara,e-commerce,seed,74000000.0,mumbai,"BELDARA.COM IS A GLOBAL B2B marketplace, enables businesses to sell worldwide.",2021,2018.0,Bhagwan (Pradeep) Khandekar,Hindustan Media Ventures
1717,CredFlow,fintech,seed,20000000.0,new delhi,CredFlow provides financial solutions to automate your cashflows.,2021,2020.0,Kunal Aggarwal,"Stellaris Venture Partners, Omidyar Network India, Flourish Ventures"
1718,Do Your Thng,marketing,seed,15000000.0,gurugram,World's first shared economy platform for digital assets.,2021,2018.0,Ankit Agarwal,"Angelbay Holdings, Faad Network"
1719,Oye Rickshaw,transportation,seed,30000000.0,gurugram,Oye Rickshaw is an electric vehicle energy solutions company that connects people with public transportation using a booking app.,2021,2017.0,"Akash Deep, Mohit Sharma","Alteria Capital, Chiratae Ventures"
1720,Legitquest,legaltech,seed,6000000.0,new delhi,LegitQuest is a legal-tech company that operates a legal research platform with Indian case laws.,2021,2017.0,"Himanshu Puri, Karan Kalia, Rohit Shukla","WaterBridge Ventures, Info Edge"
1721,Swiggy,food delivery,seed,8000000000.0,bengaluru,Swiggy is an on-demand food delivery platform that brings food from neighborhood restaurants directly to customers' doors.,2021,2014.0,"Nandan Reddy, Rahul Jaimini, Sriharsha Majety","Carmignac, Falcon Edge Capital"
1722,AntWak,edtech,seed,948512359.4238179,bengaluru,AntWak provides a video platform for e-learning service.,2021,2019.0,"Basav Nagur, Joybroto Ganguly, Sudhanshu Shekhar, Sumit Gupta, Sriramkumar Sundararaman","Vaibhav Domkundwar, Kunal Shah"
1723,PlayShifu,edtech,series b,170000000.0,bengaluru,PlayShifu is an EdTech startup that offers teaching/learning tools for kids (4-12 years of age).,2021,2016.0,"Dinesh Advani, Vivek Goyal","Chiratae Ventures, Bharat Innovation Fund"
1724,Pitstop,automotive,pre series b,35000000.0,bengaluru,Pitstop offers general repair and maintenance services for cars through its doorstep service vehicles.,2021,2015.0,"Mihir Mohan Mishra, Nirant Ramakuru, Ruchi Deepak","Acko Technology, Services, LetsVenture"
1725,Lendingkart,fintech,debt,150000000.0,gujarat,Lendingkart is an online financing company dedicated to help entrepreneurs and small businesses with Working Capital Loans.,2021,1999.0,"Harshvardhan Lunia, Mukul Sachan","Bertelsmann India Investments, Fullerton Financial Holdings"
1726,CRED,fintech,series d,2150000000.0,bengaluru,CRED is a members-only credit card management and bill payments platform that rewards users every time they pay their credit card bills.,2021,2018.0,Kunal Shah,"Dragoneer Investment Group, Tiger Global Management"
1727,Karnival,saas,seed,25000000.0,bengaluru,A SAAS platform for retailers and brands to create wonderful post purchase customer journeys using smart receipts technology,2021,2015.0,Neeraj Tyagi,!00x.vc
1728,PharmEasy,healthtech,series e,3500000000.0,mumbai,"PharmEasy is a health tech startup offering services such as teleconsultation, medicine deliveries, and diagnostic test sample collection.",2021,2015.0,"Dharmil Sheth, Dhaval Shah, Mikhil Innani","TPG Growth, Caisse de Depot et Placement du Quebec"
1729,WESS,renewable energy,seed,20000000.0,mumbai,Waaree is India's Largest Solar Module Manufacturer & fastest growing EPC company with Presence across 68 countries.,2021,1989.0,Hitesh Doshi,Centrum Financial Services
1730,ShopSe,fintech,seed,55000000.0,mumbai,Make purchases online or at neighborhood store in easy EMIs through ShopSe.,2021,2020.0,"Pallav Jain, Abhishek Nimonkar, Yagnesh Desai","Chiratae Ventures, BEENEXT"
1731,Fantasy Akhada,fantasy sports,seed,6000000.0,gurugram,Fantasy Akhada offers fantasy sports platform for cricket and football.,2021,2020.0,Amit Purohit,Harsha Bhogle
1732,Rage Coffee,food & beverages,pre-series a,948512359.4238179,new delhi,Rage Coffee is infused with plant based vitamins. These 100% natural extracts are typically found in foods.,2021,2018.0,Bharat Sethi,"GetVantage, Prakash Katama"
1733,Groww,fintech,series d,830000000.0,bengaluru,Groww is an investment platform that offers a new way of investing money with stockbroking and direct mutual funds.,2021,2017.0,"Harsh Jain, Ishan Bansal, Lalit Keshre, Neeraj Singh","Tiger Global Management, Y Combinator Continuity Fund"
1734,Avanti Finance,fintech,series a,260000000.0,bengaluru,Avanti Finance lends relatively large but trust-based loans without formal credit footprint.,2021,2016.0,"Ratan Tata, Nandan Nilekani",Michael & Susan Dell Foundation
1735,Kudos,fintech,pre-series a,948512359.4238179,pune,"Kudos is a full stack NBFC, a digital lending engine with an in-built API lending protocol layer of over 20+ API’s.",2021,2014.0,Naresh Vigh,Marquee fintech founders
1736,OfBusiness,fintech,seed,1100000000.0,gurugram,OfBusiness is a financing platform that offers smart financing to SMEs.,2021,2015.0,"Asish Mohapatra, Bhuvan Gupta, Chandranshu Sinha, Nitin Jain, Ruchi Kalra, Ruchi Kalra, Srinath Ramakkrushnan, Vasant Sridhar","Falcon Edge India, Norwest Venture Partners"
1737,Superpro.ai,video communication,seed,30000000.0,bengaluru,Enabling independent professionals to bring offline consulting online with AI,2021,2019.0,"Gaurav Tripathi, Sagar Ramteke, Vijay Goel, Vivek Kumar","SOSV, Omphalos Ventures India"
1738,ShareChat,social media,seed,5000000000.0,bengaluru,ShareChat is a social networking and regional content platform.,2021,2015.0,"Ankush Sachdeva, Bhanu Pratap Singh, Farid Ahsan","Twitter Ventures, Pawan Munjal"
1739,WiT-ACE,skill development,seed,10000000.0,gurugram,"Offer accelerated career experiences for women by Enabling, Engaging & Employing them to be in decision making roles.",2021,2020.0,Anuranjita Kumar,CitiusTech
1740,Spinny,retail,series c,650000000.0,gurugram,Spinny is a used car buying platform enabling trustworthy and hassle-free transactions.,2021,2015.0,"Mohit Gupta, Niraj Singh, Ramanshu Mahaur","Arena Holdings, Think Investments"
1741,Alteria Capital,fintech,debt,1500000000000.0,mumbai,Alteria Capital is a Venture debt firm .,2021,2018.0,Vinod Murali,
1742,Safexpay,fintech,seed,60000000.0,thane,SafexPay is set up with the aim to build digital payments businesses and channel platforms encompassing payment gateways,2021,2017.0,Ravi Gupta,"T Choithrams BVI, Ardor"
1743,PumPumPum,rental,pre-series a,7000000.0,gurugram,Pumpumpum is a car rental company.,2021,2018.0,"Tarun Lawadia, Sameer Kalra","Kogta Financial India Limited, ICICI Bank"
1744,Speciale Invest,fintech,seed,100000000.0,bengaluru,Speciale Invest is an early stage investor focusing on Tech-driven/Deep-tech ventures.,2021,2017.0,"Vishesh Rajaram, Arjun Rao",
1745,Eunimart,e-commerce,pre-series a,7000000.0,hyderabad,Eunimart is a one stop solution for merchants to create a difference by selling globally.,2021,2016.0,"Saikat Roy, Shayak Mazumder","SucSEED Venture Partners, TMT Connekt"
1746,Meesho,e-commerce,seed,3000000000.0,bengaluru,Meesho operates as an online reselling platform that enables anyone to start a business without investment.,2021,2015.0,"Sanjeev Barnwal, Vidit Aatrey","SAIF Partners, Venture Highway"
1747,CareerLabs,edtech,seed,22000000.0,bengaluru,"Aim to help students become future-ready, setting them on a path to success that suits them best.",2021,2019.0,"PN Santosh, Prasanna Alagesan, Krithika Srinivasan",Global Founders Capital
1748,Uable,edtech,pre-series a,350000000.0,bengaluru,Uable are on a bold mission to redefine the future for millions of teenagers around the world.,2021,2020.0,Saurabh Saxena,"JAFCO Asia, Chiratae Ventures"
1749,Zoko,tech startup,seed,1400000000.0,bengaluru,"Zoko makes it easy for businesses to do Sales, Marketing & Customer Support on WhatsApp.",2021,2016.0,"Arjun Paul, Aromal Sivadasan",Y Combinator
1750,GetWork,recruitment,seed,2000000.0,gurugram,GetWork is a campus recruiting platform to post your jobs and hire across dozens of colleges at once.,2021,2019.0,Rahul Veerwal,Artha Venture Fund
1751,Easebuzz,e-commerce,series a,40000000.0,pune,Easebuzz is an easy to use portal which allows you to start an online business and sell your favorite products with a free online store.,2021,2015.0,Rohit Prasad,"Jitendra Gupta, Amrish Rau"
1752,Chingari,social media,seed,130000000.0,bengaluru,Chingari operates as a short video platform.,2021,2018.0,Sumit Ghosh,"FJ Labs, Brian Norgard"
1753,DusMinute,retail,pre-series a,11000000.0,bengaluru,DusMinute aims to transform how communities live by giving them access to world-class amenities at their doorstep.,2021,2017.0,Apoorva Mishra,Indian Angel Network
1754,Onsurity,healthcare,seed,948512359.4238179,bengaluru,Onsurity is an employee healthcare platform providing a monthly healthcare membership with group health insurance to emerging businesses.,2021,2020.0,"Kulin Shah, Yogesh Agarwal","Jitendra Gupta, Harsh Shah"
1755,Karbon Card,fintech,seed,948512359.4238179,bengaluru,Prime objective is to empower Indian startups by creating the right financial products starting with a high-limit corporate credit card with unlimited benefits,2021,2019.0,"Pei-fu Hsieh, Amit Jangir, Kartik Jain, Sunil Sinha",Y Combinator
1756,Factors.AI,saas,seed,20000000.0,bengaluru,"Factors.AI is a Marketing Analytics platform providing sophisticated omnichannel, every-touch attribution technology and unparalleled performance insights for Marketers",2021,2020.0,"Aravind Murthy, Praveen Das, Srikrishna Swaminathan","Elevation Partners, Emergent Ventures"
1757,Elevar,sports,seed,20000000.0,mumbai,"A Revolutionary Sports Brand, Engineered For Those Who Want More.",2021,2017.0,"Kunal Joshi, Pranav Marwah","Kalaari Capital, Dream Capital"
1758,Studio Sirah,gaming,seed,8000000.0,bengaluru,Studio Sirah is founded with a belief in the increasing sophistication of the Indian gamer and the whitespace of midcore India-first games.,2021,2020.0,"Abhaas Shah, Prateek Shah",Lumikai
1759,OTO Capital,fintech,seed,60000000.0,mumbai,The Future Of Vehicle Ownership!,2021,2018.0,"Harsh Saruparia, Sumit Chhazed",Matrix Partners India
1760,1Bridge,consumer goods,seed,25000000.0,bengaluru,"Village Commerce Network - Bridging Aspirations, Creating Opportunities, Bringing Prosperity & Abundance to our village",2021,2016.0,"Madan Padaki, Anil Kumar, M Chakrawarty",C4D Partners
1761,Skeps,fintech,seed,95000000.0,gurugram,"A blockchain products company, developing a proprietary product in the FinTech space",2021,2018.0,"Mayank Tewari, Tushar Srivastava",Bertelsmann India
1762,Curefoods,food & beverages,seed,130000000.0,bengaluru,Healthy & nutritious foods and cold pressed juices produced in Edinburgh. Currently distributing wholesale within the Edinburgh region.,2021,2020.0,Ankit Nagori,"Iron Pillar, Nordstar, Binny Bansal"
1763,TartanSense,information technology,seed,50000000.0,bengaluru,TartanSense unlocks value for small farm holders by working at the intersection of robotics and AI assisted computer vision.,2021,2015.0,Jaisimha Rao,"FMC, Omnivore, Blume Ventures"
1764,Bewakoof,fashion,seed,80000000.0,mumbai,"Bewakoof is a lifestyle fashion brand that makes creative, distinctive fashion for the trendy, contemporary Indian.",2021,2012.0,Prabhkiran Singh,InvestCorp
1765,Kirana247,logistics,seed,10000000.0,new delhi,An on-demand FMCG supply chain company leveraging a deep tech-enabled micro warehousing model to serve Kirana stores.,2021,2018.0,"Tarun Jiwarajka, Pankhuri Jiwarajka",
1766,FanPlay,gaming,seed,1200000.0,gaming,A real money game app specializing in trivia games,2021,2020.0,YC W21,"Pritesh Kumar, Bharat Gupta"
1767,NeoDocs,healthtech,seed,948512359.4238179,mumbai,"Neodocs is a part of India's prominent Social Impact Accelerator program, AISEA.",2021,2020.0,"Nikunj Malpani, Anurag Meena, Pratik Lodha","Y Combinator, 9Unicorns, Titan Capital"
1768,IsGoingOnline,retail,seed,2000000.0,cochin,Kochi-based digital catalogue and marketplace IsGoingOnline,2021,2015.0,Eobin Alex,"Unicorn India Ventures, SEA Fund, Devdatt Shah"
1769,Camp K12,edtech,seed,120000000.0,gurugram,"Camp K12 is a global online school for 21st century skills, teaching Coding and other STEAM subjects to kids age 6-18 via LIVE, interactive, gamified online sessions",2021,2010.0,Anshul Bhagi,"Matrix Partners India, Elevation Capital"
1770,Elda Health,healthcare,seed,15000000.0,bengaluru,"Elda Health is a digital wellness platform that understands women intimately and offers a holistic wellness solution through physical, mental and social interventions.",2021,2020.0,"Swathi Kulkarni, Sindhuri Ananth, Shubham Sharma","Avaana Capital, Orios Ventures"
1771,Sporjo,sportstech,seed,20000000.0,mumbai,A one stop destination to build a successful career in the Indian sports industry!,2021,2020.0,G Srinivvasan,Punit Balan
1772,Advantage Club,hrtech,seed,17000000.0,mumbai,"Advantage Club is India's largest employee engagement platform, Provide end to end employee benefit management with state of the art products like:",2021,2014.0,"Sourabh Deorah, Smiti Bhatt Deorah","Y Combinator, Broom Ventures, Kunal Shah"
1773,SuperGaming,gaming,seed,55000000.0,pune,"At SuperGaming, building India's best gaming company.",2021,2017.0,"Roby John, Sanket Nadhani, Navneet Waraich","Skycatcher, AET Fund, BAce Capital, Dream Incubator, 1Up Ventures"
1774,Ruptok,fintech,seed,10000000.0,new delhi,"Ruptok fintech Pvt. Ltd. is an online gold loan service provider , with attractive interests rate .",2021,2020.0,Ankur Gupta,Eclear Leasing
1775,TartanSense,information technology,series a,50000000.0,bengaluru,TartanSense unlocks value for small farm holders by working at the intersection of robotics and AI assisted computer vision.,2021,2015.0,Jaisimha Rao,"FMC, Omnivore, Blume Ventures"
1776,Kirana247,logistics,pre-series a,10000000.0,new delhi,An on-demand FMCG supply chain company leveraging a deep tech-enabled micro warehousing model to serve Kirana stores.,2021,2018.0,"Tarun Jiwarajka, Pankhuri Jiwarajka",
1777,NeoDocs,healthtech,pre-seed,948512359.4238179,mumbai,"Neodocs is a part of India's prominent Social Impact Accelerator program, AISEA.",2021,2020.0,"Nikunj Malpani, Anurag Meena, Pratik Lodha","Y Combinator, 9Unicorns, Titan Capital"
1778,IsGoingOnline,retail,pre-series a,2000000.0,cochin,Kochi-based digital catalogue and marketplace IsGoingOnline,2021,2015.0,Eobin Alex,"Unicorn India Ventures, SEA Fund, Devdatt Shah"
1779,Camp K12,edtech,series a,120000000.0,gurugram,"Camp K12 is a global online school for 21st century skills, teaching Coding and other STEAM subjects to kids age 6-18 via LIVE, interactive, gamified online sessions",2021,2010.0,Anshul Bhagi,"Matrix Partners India, Elevation Capital"
1780,Elda Health,healthcare,seed,15000000.0,bengaluru,"Elda Health is a digital wellness platform that understands women intimately and offers a holistic wellness solution through physical, mental and social interventions.",2021,2020.0,"Swathi Kulkarni, Sindhuri Ananth, Shubham Sharma","Avaana Capital, Orios Ventures"
1781,Sporjo,sportstech,pre-series a,20000000.0,mumbai,A one stop destination to build a successful career in the Indian sports industry!,2021,2020.0,G Srinivvasan,Punit Balan
1782,SuperGaming,gaming,series a,55000000.0,pune,"At SuperGaming, building India's best gaming company.",2021,2017.0,"Roby John, Sanket Nadhani, Navneet Waraich","Skycatcher, AET Fund, BAce Capital, Dream Incubator, 1Up Ventures"
1783,O’ Be Cocktails,wine & spirits,seed,4000000.0,bengaluru,India’s first and only Ready to Drink Premium Cocktails.,2021,2019.0,Nitesh Prakash,"First Cheque, Letsventure"
1784,Zetwerk,mechanical & industrial engineering,series e,1500000000.0,bengaluru,ZETWERK is a universal manufacturing network powered by new-age technology.,2021,2018.0,"Srinath Ramakkrushnan, Amrit Acharya",
1785,AppsForBharat,spiritual,seed,40000000.0,bengaluru,"A mission to assist a billion Indians in their spiritual journey and help them feel happier, peaceful & more content.",2021,2020.0,Prashant Sachan,"Sequoia Capital India, BEENEXT"
1786,Imagimake,consumer goods,seed,948512359.4238179,mumbai,"Imagimake – one of the fastest growing and most innovative start-up in the field of Toys, Games & Artist Supplies.",2021,2011.0,"Disha Katharani, Ravi Jalan",Velocity
1787,Khatabook,financial services,series c,1000000000.0,bengaluru,Khatabook is the world's fastest-growing Saas company. It has become India's leading business management app for MSMEs with 50M+ downloads in a remarkably short period of time.,2021,2018.0,"Ravish Naresh, Ashish Sonone","Tribe Capital, Moore Strategic Ventures (MSV)"
1788,Smytten,consumer goods,series a,60000000.0,gurugram,India's largest premium discovery and trial platform!,2021,2015.0,"Swagat Sarangi, Siddhartha Nangia.",Fireside Ventures
1789,Syook,industrial automation,series a,10000000.0,bengaluru,Syook is building the next generation enterprise IOT platform.,2021,2016.0,"Saurabh Sharma, Aman Agarwal, Arjun Nagarajan","Inflection Point Ventures, ONGC"
1790,Akudo,fintech,pre-seed,948512359.4238179,bengaluru,Akudo is pioneering the concept of Learning-First Banking for Teenagers.,2021,2020.0,"Lavika Aggarwal, Sajal Khanna, Jagveer Gandhi","Y Combinator, Incubate Fund India"
1791,NOTO,consumer goods,pre-series a,5000000.0,mumbai,"A healthy, low-calorie ice cream for the millennial Indian with an incurable sweet tooth.",2021,2019.0,"Varun Sheth, Ashni Sheth","Titan Capital, Rockstud Capital,  John Abraham, WEH Ventures"
1792,Lumiq,information technology,seed,20000000.0,noida,Help enterprises monetize their data and reinvent the digital transformation journey.,2021,2013.0,Shoaib Mohammad,Info Edge Ventures
1793,CommerceUp,information technology,seed,948512359.4238179,gurugram,Grow and manage ecommerce business from single dashboard,2021,2018.0,Piyush Pathak,NB Ventures
1794,Breathe Well-being,healthcare,series a,55000000.0,gurugram,"Help people to prevent, manage or reverse Type 2 Diabetes through our clinically proven digital program.",2021,2015.0,"Rohan Verma, Aditya Kaicker",Accel
1795,Hike,information technology,seed,948512359.4238179,new delhi,Hike is an Indian AI-led Unicorn startup that is committed to building a new social future.,2021,2012.0,Kavin Bharti Mittal,"Binny Bansal, Kunal Shah"
1796,House of Kieraya,lifestyle,seed,150000000.0,bengaluru,"House of Kieraya, well-known for furniture and lifestyle rental brand ﻿Furlenco",2021,2013.0,Ajith Mohan Karimpana,TradeCred
1797,goEgoNetwork,automotive,seed,20000000.0,pune,"goEgo is a complete E Mobility charging solution, that combines engagement, rewards & adoption through a mix of online and offline channels.",2021,2019.0,"Dheeman Kadam, Sayantan Chakraborti",
1798,Probus,iot,bridge,5000000.0,new delhi,"A mission to increase the per capita consumption of electricity in India by 10X, which is presently 1/3 of global average- by reducing the distribution losses in Indian electricity distribution grid.",2021,2017.0,"Anand Singh, Ankit Vaish, Sunny Kumar Jadoon",Unicorn India Ventures
1799,DrinkPrime,consumer goods,seed,10000000.0,bengaluru,India's Smartest Water Purifiers and are redefining water purifier ownership.,2021,2016.0,Anil Kejriwal,"UC Inclusive Credit, Western Capital"
1800,Smart Express,logistics,seed,100000000.0,mumbai,India’s Most Innovative and Awarded Express Logistics Company.,2021,0.0,Yogesh Dhingra,"IIFL India Private Equity Fund, Smiti Holding & Trading Company"
1801,Smallcase,fintech,series c,400000000.0,bengaluru,Smallcase is a new way to invest in the stock markets.,2021,2015.0,"Anugrah Shrivastava, Vasanth Kamath, Rohan Gupta",Faering Capital
1802,SATYA MicroCapital,finance,seed,100000000.0,new delhi,Satya MicroCapital Limited is a Delhi based NBFC serving low income entrepreneurs in rural and urban areas.,2021,2017.0,Vivek Tiwari,"responsAbility Investments, Blue Orchard"
1803,Snack Amor,food & beverages,seed,948512359.4238179,mumbai,"Snack Amor aims is to offer a healthy, natural and tasty snacking experience to its customers.",2021,2014.0,Deepak Grover,"Sanchit Agarwal, Sujan Sinha, Michael Cooke"
1804,Postman,computer software,series d,2250000000.0,bengaluru,Postman is the collaboration platform for API development.,2021,2014.0,"Abhinav Asthana, Abhijit Kane, Ankit Sobti","CRV, Nexus Venture Partners"
1805,Hashnode,computer software,series a,67000000.0,bengaluru,The easiest way to start a blog on personal domain for free & connect with the readers through our dev community,2021,2016.0,"Syed Fazle Rahman, Sandeep Panda","Salesforce Ventures, Sierra Ventures, Sequoia Capital India’s Surge"
1806,RACEnergy,automotive,seed,13000000.0,hyderabad,RACEnergy is working to power the future of mobility through clean and efficient technologies.,2021,2018.0,Arun Sreyas Reddy,"Micelio Fund, growX ventures"
1807,BharatPe,fintech,debt,200000000.0,new delhi,The vision to make financial inclusion a reality for Indian merchants.,2021,2018.0,"Ashneer Grover, Shashvat Nakrani","IIFL Wealth, Asset Management, Northern Arc Capital"
1808,Gyde,computer software,seed,2500000.0,pune,"Gyde is a SAAS product that enables enterprises & SAAS companies to guide their application (web & mobile) users with step-by-step voice assistance, byte-sized training videos & rich help articles.",2021,2019.0,"Prasanna Vaidya, Shubham Deshmukh","Better Capital, Ashish Achrekar"
1809,BatteryPool,automotive,seed,948512359.4238179,pune,Building the Operating System for managing Electric Vehicles in fleets.,2021,2018.0,Ashwin Shankar,IAN
1810,AgNext,agritech,series a,210000000.0,chandigarh,"AgNext is a fast-growing AgTech company that aims to solve quality and trust in food value chains by making them safer, transparent and fairer.",2021,2016.0,Taranjeet Singh Bhamra,Alpha Wave Incubation
1811,Xpresslane,tech,pre-seed,4000000.0,bengaluru,"Xpresslane makes checkout fast and easy. With a unified identity across all e-commerce merchants, it brings efficiency and perfection in the overall checkout experience of the user.",2021,2019.0,Ashwin Koorakula,"Point One Capital, Yatra Angel Network (YAN), Opus Consulting, Manipal Technologies."
1812,LoanKuber,digital mortgage,pre-series a,12000000.0,new delhi,LoanKuber is the lowest cost lender to Yest-to be Bankable - enabling borrowing with trust and confidence.,2021,2016.0,Saurabh Nagpal,
1813,OYO,hospitality,series f2,50000000.0,gurugram,OYO is a global travel tech company that connects its patrons and guests.,2021,2013.0,Ritesh Agarwal,Microsoft
1814,Rapido,information technology,seed,520000000.0,bengaluru,Rapido is a bike taxi service spread widely across all of India from Tier 1 to Tier 3 cities.,2021,2015.0,"Aravind Sanka, Pavan Guntupalli, SR Rishikesh","Shell Ventures, Yamaha, Kunal Shah"
1815,YPay,fintech,seed,4000000.0,noida,YPay Card is the new way to manage money.,2021,2017.0,Dr Navneet Gupta,We Founder Circle
1816,SleepyCat,furniture,seed,38000000.0,mumbai,An online sleep solutions company that believes in delivering luxurious sleep to everyone.,2021,2017.0,Kabir Siddiq,"Saama Capital, DSG Consumer Partners, Sharrp Ventures"
1817,Ultrahuman,healthcare,seed,175000000.0,bengaluru,Ultrahuman is a global health and fitness platform that aids our user to achieve their true physical and mental potential.,2021,2020.0,"Mohit Kumar, Vatsal Singhal",Tiger Global’s Scott Schleifer
1818,UpScalio,e-commerce,seed,420000000.0,gurugram,"UpScalio is India’s next generation, data-driven consumer goods company.",2021,2021.0,Gautam Kshatriya,
1819,Yellow Class,edtech,seed,60000000.0,gurugram,"Yellow Class is a new-age fun-learning platform where kids between 2-12 years can learn from a wide range of classes like dancing, drawing, personality development, creative writing and so on",2021,2020.0,"Anshul Gupta, Arpit Mittal",Elevation Capital
1820,Yojak,b2b,seed,38000000.0,gurugram,India’s first B2B online marketplace for building material.,2021,2019.0,Anuj Jain,Info Edge Ventures
1821,CreatorStack,computer software,seed,20000000.0,bengaluru,Helping creators globally to engage deeply with their fans and communities,2021,2019.0,"Ankit Acharya, Kevin William David",Accel
1822,Expertrons,edtech,seed,23000000.0,mumbai,The world's largest AI Videobot platform providing futuristic solutions for businesses & colleges and employment,2021,2019.0,"Jatin Solank, Vivek Gupta","Venture Catalysts, Auxano Capital, Venture Garage, Yoga Capital, Ah!Ventures, Lead Angels"
1823,Rage Coffee,food & beverages,seed,50000000.0,new delhi,"Rage Coffee is a digitally native FMCG company that manufactures, markets & distributes innovative coffee products.",2021,2018.0,Bharat Sethi,Sixth Sense Ventures
1824,Klub,financial services,seed,200000000.0,bengaluru,Klub was founded with the vision of revolutionizing growth capital for Asia’s most loved brands.a,2021,2019.0,"Anurakt Jain, Ishita Verma","9Unicorns, Sequoia Capital India’s Surge"
1825,Navia Life Care,healtcare,seed,10000000.0,new delhi,Navia Life Care is a health technlogy company with a special focus on patient care.,2021,2016.0,"Nupur Khandelwal, Kunal Kishore Dhawan, Gaurav Gupta","Anicut Angel Fund, 9 Unicorns"
1826,1K Kirana Bazaar,retail,seed,70000000.0,gurugram,India's First and Largest Network of Small-Town Kirana Stores,2021,2018.0,"Abhishek Halder, Anilesh Yadav, Kumar Sangeetesh","Info Edge, FalconEdge"
1827,Zupee,gaming,seed,300000000.0,gurugram,"Mission to improve people’s lives by improving their learning ability, skills and mental aptitude through scientifically designed mental exercises, applications",2021,2018.0,"Dilsher Singh, Siddhant Saurabh","WestCap Group, Tomales Bay Capital"
1828,Locale.ai,location analytics,seed,10000000.0,bengaluru,Location Analytics for Companies With Moving Assets and Ground Operations.,2021,2019.0,"Rishabh Jain, Aditi Sinha","Chiratae Ventures, Better Capital"
1829,VerSe Innovation,media,seed,4500000000.0,bengaluru,"The core of the company (VerSe Innovation), is the idea that technology can help bridge the digital divide.",2021,2018.0,Umang Bedi,"Siguler Guff, Baillie Gifford"
1830,MetroRide,transportation,seed,948512359.4238179,bengaluru,"Urban Mobility Affordable, Punctual & Sustainable.",2021,2020.0,"Girish Nagpal, Kaaman Agarwal",
1831,Miko,consumer electronics,seed,280000000.0,mumbai,"Miko is an advanced robotics startup founded by three IIT Bombay post-graduates on the pillars of robotics, AI & IoT.",2021,2015.0,"Sneh R Vaswani, Prashant V Iyengar, Chintan S Raikar","IIFL AMC, Mankind Pharma Family Office, Aroa Ventures"
1832,Whiz League,edtech,seed,3000000.0,new delhi,Revolutionizing learning experience that goes beyond academia,2021,2020.0,"Natasha Jain, Sonia Agarwal Bajaj",ITI Growth Opportunities
1833,Hash,tobacco,seed,35000000.0,new delhi,Hash is a new startup in consumer goods.,2021,2020.0,Shwetank Jain,Amrac Investment Trust
1834,Unacademy,edtech,seed,948512359.4238179,bengaluru,Unacademy aims to build the world's largest online knowledge repository for multi-lingual education.,2021,2015.0,"Gaurav Munjal, Hemesh Singh, Roman Saini",Bhavin Turakhia
1835,Log 9 Materials,deeptech,series a+,85000000.0,bengaluru,Log9 Materials is on a mission to make global energy 100% clean.,2021,2014.0,"Akshay Singhal, Kartik Hajela",Amara Raja Batteries
1836,upGrad,edtech,seed,250000000.0,mumbai,"upGrad is India’s largest online higher education company providing programs in Data Science, Technology, Management and Law, to students, working professionals and enterprises.",2021,2015.0,"Phalgun Kompalli, Ronnie Screwvala, Mayank Kumar",India Infoline Finance
1837,FlashPrep,edtech,pre-seed,5000000.0,bengaluru,FlashPrep is the smart way to master learning.,2021,2020.0,"Dhiresh Nagwani, Ashwini Dhekane",Venture Highway
